MSOA,Gentrification,Top 1 Column Name,Top 1 Column Importance,Top 2 Column Name,Top 2 Column Importance,Top 3 Column Name,Top 3 Column Importance
E02001342,24,Unpaid Care: Provides no unpaid care,77,Ownership: Shared ownership,64,Industry: B: Mining and quarrying,26
E02001343,75,Age: 10 to 14,86,Transport to Work: On foot,55,Position: Never worked and long-term unemployed,31
E02001344,98,Economic Activity: Economically active: Employee: Full-time,75,UK Identity: Scottish and British only identity,50,Industry: O: Public administration and defence; compulsory social security,42
E02001345,91,Household Spaces: Caravan or other mobile or temporary structure,76,"Passport: Europe, Non-EU",58,Occupation: Administrative and secretarial occupations,30
E02001346,-31,Occupation: Associate professional and technical occupations,84,Occupation: Associate professional and technical occupations,70,Highest Level of Qualification: Level 3 qualifications,44
E02001347,62,UK Identity: Northern Irish and British only identity,97,Welsh: No skills in Welsh,66,One-person household: Other,45
E02001348,90,Passport: No passport,89,Transport to Work: Work mainly at or from home,59,Economic Activity: Economically active: Employee: Part-time,31
E02001349,-1,Age: 75 to 84,93,Medical and care establishment: Local Authority: Care home or other home,65,Economic Activity: Economically active: Self-employed,30
E02001350,-100,Age: 16 years and over,75,"Ethnic Group: Black, Black British, Black Welsh, Caribbean or African",66,Industry: O: Public administration and defence; compulsory social security,34
E02001351,-51,Economic Activity: Economically inactive: Student (including full-time students),76,Industry: P: Education,63,Welsh: Can speak and read but cannot write Welsh,34
E02001352,34,Ethnic Group: Other ethnic group,99,Age: 75 to 84,57,"Transport to Work: Underground, metro, light rail, tram",35
E02001353,-34,UK Identity: Northern Irish and British only identity,99,Highest Level of Qualification: Apprenticeship,68,Religion: Jewish,43
E02001354,44,Sex: Males,96,Ownership: Social rented: Rents from council or Local Authority,53,"Main Language: At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",36
E02001355,-71,Age: 85 years and over,95,Position: Never worked and long-term unemployed,52,"Passport: Europe, EU",31
E02001356,-74,Age: 75 to 84,88,Position: Small employers and own account workers,55,Industry: C: Manufacturing,39
E02001357,10,Industry: N: Administrative and support service activities,84,Unpaid Care: Provides 20 to 49 hours unpaid care a week,53,Occupation: Skilled trades occupations,29
E02001358,-47,Occupation: Skilled trades occupations,90,Single family household: Cohabiting couple family: All children non-dependent,68,Transport to Work: Work mainly at or from home,28
E02001359,74,"Passport: Europe, EU",85,Household Spaces: Whole house or bungalow: Semi-detached,51,Full-time: 31 to 48 hours worked,27
E02001360,34,Industry: I: Accommodation and food service activities,78,Economic Activity: Economically active: Self-employed,65,Position: Intermediate occupations,30
E02001361,-52,Single family household: Lone parent family: With dependent children,76,Passport: British Overseas Territories,74,Sex: Males,49
E02001362,71,"Transport to Work: Bus, minibus or coach",94,Religion: Not answered,55,Other household types: With dependent children,49
E02001363,-43,Single family household: Lone parent family: With dependent children,91,Vehicles: 1 car or van in household,65,Disabled under the Equality Act: Day-to-day activities limited a little,29
E02001364,92,Occupation: Administrative and secretarial occupations,76,Living in a couple,56,Economic Activity: Economically inactive: Long-term sick or disabled,46
E02001365,-66,Age: 0 to 4,90,"Industry: A: Agriculture, Forestry and fishing",56,Economic Activity: Economically inactive: Student (including full-time students),43
E02001366,66,"Industry: R, S, T, U Other",75,Household Spaces: Whole house or bungalow: Semi-detached,58,"Main Language: At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",26
E02001367,80,Living in a couple: Cohabiting,82,Ownership: Owned: Owns with a mortgage or loan,62,Medical and care establishment: Other: Care home without nursing,36
E02001368,-82,Economic Activity: Economically inactive: Long-term sick or disabled,95,UK Identity: British only identity,69,Industry: Q: Human health and social work activities,27
E02001369,38,Medical and care establishment: Local Authority: Care home or other home,78,"Passport: Europe, Non-EU",55,Marital Status: Never married and never registered a civil partnership,29
E02001370,-71,Age: 65 to 74,98,UK Identity: Northern Irish and British only identity,57,"Ethnic Group: Asian, Asian British or Asian Welsh",37
E02001371,-17,Not living in a couple: Single (never married and never registered a civil partnership),94,Medical and care establishment: NHS: Other hospital,72,Single family household: Lone parent family: With dependent children,47
E02001372,-46,Age: 20 to 24,77,Living in a couple: Cohabiting,55,Age: 60 to 64,38
E02001373,-85,"Transport to Work: Bus, minibus or coach",86,Unpaid Care: Provides 50 or more hours unpaid care a week,69,Economic Activity: Economically inactive: Student (including full-time students),46
E02001374,99,Sex: Females,84,Age: 15 to 19,56,Part-time: 16 to 30 hours worked,35
E02001375,93,"Industry: R, S, T, U Other",95,Religion: Other religion,54,Household Spaces: Whole house or bungalow: Terraced (including end-terrace),31
E02001376,-93,Health Status: Very bad health,98,Not living in a couple: Single (never married and never registered a civil partnership),65,Unpaid Care: Provides no unpaid care,34
E02001377,-12,Age: 20 to 24,98,Medical and care establishment: Other: Children's home (including secure units),67,One-person household: Aged 66 years and over,35
E02001378,87,Industry: Q: Human health and social work activities,92,Full-time: 31 to 48 hours worked,68,Residency: Average number of bedrooms per household,26
E02001380,-19,Religion: Other religion,93,Passport: Africa,67,Marital Status: Widowed or surviving civil partnership partner,42
E02001381,-71,Ethnic Group: Other ethnic group,77,Position: Small employers and own account workers,57,Age: 30 to 44,40
E02001382,-92,Passport: Central and South America,94,"Occupation: Managers, directors and senior officials",56,Marital Status: Divorced or civil partnership dissolved,49
E02001383,-22,Age: 65 to 74,81,Age: 60 to 64,57,Part-time: 16 to 30 hours worked,42
E02001384,-84,Highest Level of Qualification: No qualifications,88,Other household types: With dependent children,59,UK Identity: Northern Irish only identity,33
E02001385,63,"Household Spaces: Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)",83,UK Identity: British only identity,64,Medical and care establishment: NHS: General hospital,31
E02001386,-53,Passport: Middle East and Asia,83,Employment: Never worked,56,Industry: O: Public administration and defence; compulsory social security,39
E02001387,-49,Not living in a couple: Single (never married and never registered a civil partnership),85,"Occupation: Process, plant and machine operatives",64,Unpaid Care: Provides 1 to 19 hours unpaid care a week,37
E02001388,6,Occupation: Skilled trades occupations,76,Economic Activity: Economically active: Full-time student,68,Unpaid Care: Provides no unpaid care,41
E02001389,-36,Unpaid Care: Provides 1 to 19 hours unpaid care a week,79,Ownership: Owned: Owns outright,63,Medical and care establishment:Other,31
E02001390,-14,"Transport to Work: Underground, metro, light rail, tram",78,Occupation: Skilled trades occupations,70,"Main Language: No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",49
E02001391,38,Highest Level of Qualification: No qualifications,80,Economic Activity: Economically inactive: Other,71,Industry: J: Information and communication,38
E02001392,51,Ethnic Group: White,86,Age: 25 to 29,51,Household Spaces: Caravan or other mobile or temporary structure,28
E02001393,-43,Disabled under the Equality Act: Day-to-day activities limited a lot,94,Position: Small employers and own account workers,50,Medical and care establishment: Other: Children's home (including secure units),27
E02001394,-73,Position: Full-time students,99,Age: 65 to 74,65,Highest Level of Qualification: Apprenticeship,34
E02001395,74,Ethnic Group: Mixed or Multiple ethnic groups,84,"Main Language: All adults in household have English in England, or English or Welsh in Wales as a main language",70,"Main Language: No people in household have English in England, or English or Welsh in Wales as a main language",49
E02001396,5,Position: Lower supervisory and technical occupations,78,Religion: Not answered,59,Economic Activity: Economically inactive,25
E02001397,53,Economic Activity: Economically inactive,90,Other establishments,59,Other establishments,33
E02001398,-19,Part-time: 16 to 30 hours worked,92,Living in a couple,60,Passport: Antarctica and Oceania,45
E02001399,-36,Age: 15 to 19,92,UK Identity: Northern Irish and British only identity,69,"Marital Status: Separated, but still legally married or still legally in a civil partnership",37
E02001400,42,Industry: Q: Human health and social work activities,79,UK Identity: Northern Irish only identity,55,Religion: Christian,35
E02001401,-72,Highest Level of Qualification: Other qualifications,93,Occupation: Administrative and secretarial occupations,74,Position: Never worked and long-term unemployed,29
